[ T - T r a c k ]
    title = Track Detection using [T-track] tally
     mesh =  reg            # mesh type is region-wise
      reg = { 101 - 103 }
   e-type =    3            # e-mesh is log given by emin, emax and ne
     emin =  1.0000000E-05  # minimum value of e-mesh points
     emax =   10.00000      # maximum value of e-mesh points
#    edel =  6.9077553E-02  # mesh width of e-mesh points
       ne =    200          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           1.00000E-05  1.07152E-05  1.14815E-05  1.23027E-05  1.31826E-05
#           1.41254E-05  1.51356E-05  1.62181E-05  1.73780E-05  1.86209E-05
#           1.99526E-05  2.13796E-05  2.29087E-05  2.45471E-05  2.63027E-05
#           2.81838E-05  3.01995E-05  3.23594E-05  3.46737E-05  3.71535E-05
#           3.98107E-05  4.26580E-05  4.57088E-05  4.89779E-05  5.24807E-05
#           5.62341E-05  6.02560E-05  6.45654E-05  6.91831E-05  7.41310E-05
#           7.94328E-05  8.51138E-05  9.12011E-05  9.77237E-05  1.04713E-04
#           1.12202E-04  1.20226E-04  1.28825E-04  1.38038E-04  1.47911E-04
#           1.58489E-04  1.69824E-04  1.81970E-04  1.94984E-04  2.08930E-04
#           2.23872E-04  2.39883E-04  2.57040E-04  2.75423E-04  2.95121E-04
#           3.16228E-04  3.38844E-04  3.63078E-04  3.89045E-04  4.16869E-04
#           4.46684E-04  4.78630E-04  5.12861E-04  5.49541E-04  5.88844E-04
#           6.30957E-04  6.76083E-04  7.24436E-04  7.76247E-04  8.31764E-04
#           8.91251E-04  9.54993E-04  1.02329E-03  1.09648E-03  1.17490E-03
#           1.25893E-03  1.34896E-03  1.44544E-03  1.54882E-03  1.65959E-03
#           1.77828E-03  1.90546E-03  2.04174E-03  2.18776E-03  2.34423E-03
#           2.51189E-03  2.69153E-03  2.88403E-03  3.09030E-03  3.31131E-03
#           3.54813E-03  3.80189E-03  4.07380E-03  4.36516E-03  4.67735E-03
#           5.01187E-03  5.37032E-03  5.75440E-03  6.16595E-03  6.60693E-03
#           7.07946E-03  7.58578E-03  8.12831E-03  8.70964E-03  9.33254E-03
#           1.00000E-02  1.07152E-02  1.14815E-02  1.23027E-02  1.31826E-02
#           1.41254E-02  1.51356E-02  1.62181E-02  1.73780E-02  1.86209E-02
#           1.99526E-02  2.13796E-02  2.29087E-02  2.45471E-02  2.63027E-02
#           2.81838E-02  3.01995E-02  3.23594E-02  3.46737E-02  3.71535E-02
#           3.98107E-02  4.26580E-02  4.57088E-02  4.89779E-02  5.24807E-02
#           5.62341E-02  6.02560E-02  6.45654E-02  6.91831E-02  7.41310E-02
#           7.94328E-02  8.51138E-02  9.12011E-02  9.77237E-02  1.04713E-01
#           1.12202E-01  1.20226E-01  1.28825E-01  1.38038E-01  1.47911E-01
#           1.58489E-01  1.69824E-01  1.81970E-01  1.94984E-01  2.08930E-01
#           2.23872E-01  2.39883E-01  2.57040E-01  2.75423E-01  2.95121E-01
#           3.16228E-01  3.38844E-01  3.63078E-01  3.89045E-01  4.16869E-01
#           4.46684E-01  4.78630E-01  5.12861E-01  5.49541E-01  5.88844E-01
#           6.30957E-01  6.76083E-01  7.24436E-01  7.76247E-01  8.31764E-01
#           8.91251E-01  9.54993E-01  1.02329E+00  1.09648E+00  1.17490E+00
#           1.25893E+00  1.34896E+00  1.44544E+00  1.54882E+00  1.65959E+00
#           1.77828E+00  1.90546E+00  2.04174E+00  2.18776E+00  2.34423E+00
#           2.51189E+00  2.69153E+00  2.88403E+00  3.09030E+00  3.31131E+00
#           3.54813E+00  3.80189E+00  4.07380E+00  4.36516E+00  4.67735E+00
#           5.01187E+00  5.37032E+00  5.75440E+00  6.16595E+00  6.60693E+00
#           7.07946E+00  7.58578E+00  8.12831E+00  8.70964E+00  9.33254E+00
#           1.00000E+01
     unit =    2            # unit is [1/cm^2/MeV/source]
 material =  all            # (D=all) number of specific material
     axis =  eng            # axis of output
     file = track_eng.out   # file name of output for the above axis
     part =  neutron    photon   
# kf/name :  2112       22       
    gshow =    3            # 0: no 1:bnd, 2:bnd+mat, 3:bnd+reg 4:bnd+lat 5:bmp style
    resol =    1            # (D=1) resolution of gshow or rshow
    width = 0.5000000       # (D=0.5) width of lines for gshow or rshow
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         209 (  0)           0 (  0)         209 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =    101

x: Energy [MeV]
y: Flux [1/cm^2/MeV/source]          
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(neutron ),hh0l   n y(photon  ),hh0dr  n 
   1.6596E-03   1.7783E-03   1.7971E-04  0.4445   1.8497E-06  0.5510
   1.7783E-03   1.9055E-03   1.0985E-04  0.4574   0.0000E+00  0.0000
   1.9055E-03   2.0417E-03   1.3956E-05  1.0000   0.0000E+00  0.0000
   2.0417E-03   2.1878E-03   3.2557E-05  1.0000   1.1635E-08  1.0000
   2.1878E-03   2.3442E-03   8.5677E-05  0.7981   5.3525E-08  0.9504
   2.3442E-03   2.5119E-03   9.9411E-05  0.5771   0.0000E+00  0.0000
   2.5119E-03   2.6915E-03   2.2789E-05  1.0000   3.0943E-07  1.0000
   2.6915E-03   2.8840E-03   2.1027E-04  0.4229   0.0000E+00  0.0000
   2.8840E-03   3.0903E-03   1.5308E-04  0.5800   2.7324E-07  1.0000
   3.0903E-03   3.3113E-03   1.8391E-04  0.3388   3.9026E-08  1.0000
   3.3113E-03   3.5481E-03   4.9129E-04  0.2634   0.0000E+00  0.0000
   3.5481E-03   3.8019E-03   3.1679E-04  0.3447   0.0000E+00  0.0000
   3.8019E-03   4.0738E-03   1.9204E-04  0.3488   2.6921E-07  1.0000
   4.0738E-03   4.3652E-03   5.4774E-04  0.2953   1.5677E-06  1.0000
   4.3652E-03   4.6774E-03   1.2610E-04  0.3432   3.1846E-08  1.0000
   4.6774E-03   5.0119E-03   1.7147E-04  0.4669   0.0000E+00  0.0000
   5.0119E-03   5.3703E-03   2.5497E-04  0.2239   0.0000E+00  0.0000
   5.3703E-03   5.7544E-03   1.0447E-04  0.3956   9.8686E-08  1.0000
   5.7544E-03   6.1660E-03   2.8185E-04  0.2677   7.5292E-07  0.7739
   6.1660E-03   6.6069E-03   2.7559E-04  0.2739   7.7242E-07  0.6213
   6.6069E-03   7.0795E-03   4.3622E-04  0.1753   1.5189E-06  0.7220
   7.0795E-03   7.5858E-03   1.1743E-03  0.1203   0.0000E+00  0.0000
   7.5858E-03   8.1283E-03   3.3951E-04  0.2555   7.9775E-06  0.3367
   8.1283E-03   8.7096E-03   3.4505E-04  0.1925   5.1987E-07  1.0000
   8.7096E-03   9.3325E-03   6.9922E-04  0.1530   1.5309E-06  0.7695
   9.3325E-03   1.0000E-02   3.6087E-04  0.2265   5.4232E-07  1.0000
   1.0000E-02   1.0715E-02   5.9162E-04  0.2050   0.0000E+00  0.0000
   1.0715E-02   1.1482E-02   2.7981E-04  0.1757   0.0000E+00  0.0000
   1.1482E-02   1.2303E-02   6.7590E-04  0.1148   0.0000E+00  0.0000
   1.2303E-02   1.3183E-02   9.7157E-04  0.0956   3.4302E-06  0.7482
   1.3183E-02   1.4125E-02   3.4160E-04  0.1460   0.0000E+00  0.0000
   1.4125E-02   1.5136E-02   8.3542E-04  0.1231   0.0000E+00  0.0000
   1.5136E-02   1.6218E-02   8.3893E-04  0.1054   1.0449E-06  1.0000
   1.6218E-02   1.7378E-02   9.5510E-04  0.0867   1.2211E-06  1.0000
   1.7378E-02   1.8621E-02   6.8697E-04  0.1144   4.4807E-07  1.0000
   1.8621E-02   1.9953E-02   1.2574E-03  0.1086   2.2963E-06  1.0000
   1.9953E-02   2.1380E-02   8.8489E-04  0.1028   0.0000E+00  0.0000
   2.1380E-02   2.2909E-02   1.0190E-03  0.0759   2.8514E-06  1.0000
   2.2909E-02   2.4547E-02   9.9676E-04  0.0958   2.0256E-06  1.0000
   2.4547E-02   2.6303E-02   8.0039E-04  0.0902   1.3756E-05  0.6814
   2.6303E-02   2.8184E-02   9.8869E-04  0.1146   2.8868E-06  0.7683
   2.8184E-02   3.0200E-02   1.0989E-03  0.0908   2.1416E-06  1.0000
   3.0200E-02   3.2359E-02   1.3219E-03  0.0909   2.0303E-06  0.7201
   3.2359E-02   3.4674E-02   1.1852E-03  0.0649   0.0000E+00  0.0000
   3.4674E-02   3.7154E-02   1.0967E-03  0.0672   4.4008E-06  0.7068
   3.7154E-02   3.9811E-02   1.4082E-03  0.0843   1.2679E-06  0.8587
   3.9811E-02   4.2658E-02   1.5168E-03  0.0776   1.5662E-06  1.0000
   4.2658E-02   4.5709E-02   1.1505E-03  0.0623   7.3445E-06  0.6101
   4.5709E-02   4.8978E-02   1.6669E-03  0.0531   2.4364E-07  1.0000
   4.8978E-02   5.2481E-02   2.1818E-03  0.0472   2.5009E-06  0.7099
   5.2481E-02   5.6234E-02   1.3472E-03  0.0523   1.0262E-05  0.4606
   5.6234E-02   6.0256E-02   1.1827E-03  0.0557   3.4883E-05  0.8501
   6.0256E-02   6.4565E-02   1.9477E-03  0.0365   1.3608E-05  0.3821
   6.4565E-02   6.9183E-02   1.4935E-03  0.0448   3.4369E-05  0.3231
   6.9183E-02   7.4131E-02   1.7781E-03  0.0402   5.6105E-05  0.3379
   7.4131E-02   7.9433E-02   1.4340E-03  0.0396   9.9878E-05  0.2547
   7.9433E-02   8.5114E-02   1.6114E-03  0.0631   9.8263E-05  0.1786
   8.5114E-02   9.1201E-02   1.8233E-03  0.0392   1.4456E-04  0.1231
   9.1201E-02   9.7724E-02   1.6518E-03  0.0440   2.0091E-04  0.1058
   9.7724E-02   1.0471E-01   1.7580E-03  0.0343   2.5247E-04  0.0809
   1.0471E-01   1.1220E-01   1.7579E-03  0.0394   3.5052E-04  0.0802
   1.1220E-01   1.2023E-01   2.0136E-03  0.0289   4.1711E-04  0.0576
   1.2023E-01   1.2882E-01   2.0097E-03  0.0281   5.4064E-04  0.0681
   1.2882E-01   1.3804E-01   2.0324E-03  0.0352   5.6028E-04  0.0616
   1.3804E-01   1.4791E-01   1.8083E-03  0.0306   6.1596E-04  0.0437
   1.4791E-01   1.5849E-01   2.0441E-03  0.0339   6.6785E-04  0.0425
   1.5849E-01   1.6982E-01   2.1872E-03  0.0319   6.6851E-04  0.0377
   1.6982E-01   1.8197E-01   2.0104E-03  0.0273   7.4407E-04  0.0414
   1.8197E-01   1.9498E-01   1.9645E-03  0.0232   7.6138E-04  0.0428
   1.9498E-01   2.0893E-01   1.9085E-03  0.0251   7.6412E-04  0.0362
   2.0893E-01   2.2387E-01   2.0746E-03  0.0280   7.9661E-04  0.0377
   2.2387E-01   2.3988E-01   1.9433E-03  0.0234   7.0296E-04  0.0295
   2.3988E-01   2.5704E-01   1.8326E-03  0.0288   6.3090E-04  0.0360
   2.5704E-01   2.7542E-01   2.2915E-03  0.0224   5.6838E-04  0.0387
   2.7542E-01   2.9512E-01   1.9440E-03  0.0245   5.4270E-04  0.0411
   2.9512E-01   3.1623E-01   1.7818E-03  0.0212   5.1443E-04  0.0445
   3.1623E-01   3.3884E-01   1.8522E-03  0.0250   4.3549E-04  0.0628
   3.3884E-01   3.6308E-01   1.8928E-03  0.0227   4.0341E-04  0.0417
   3.6308E-01   3.8905E-01   1.8113E-03  0.0200   3.6828E-04  0.0506
   3.8905E-01   4.1687E-01   1.8904E-03  0.0174   3.0188E-04  0.0384
   4.1687E-01   4.4668E-01   1.7226E-03  0.0186   3.1611E-04  0.0710
   4.4668E-01   4.7863E-01   1.6989E-03  0.0188   3.1729E-04  0.0385
   4.7863E-01   5.1286E-01   1.6274E-03  0.0171   4.1712E-04  0.0291
   5.1286E-01   5.4954E-01   1.5862E-03  0.0193   2.3050E-04  0.0359
   5.4954E-01   5.8884E-01   1.5154E-03  0.0172   2.3486E-04  0.0396
   5.8884E-01   6.3096E-01   1.4827E-03  0.0168   2.0010E-04  0.0360
   6.3096E-01   6.7608E-01   1.3577E-03  0.0166   4.5940E-04  0.0273
   6.7608E-01   7.2444E-01   1.3262E-03  0.0173   1.4265E-04  0.0388
   7.2444E-01   7.7625E-01   1.2253E-03  0.0179   2.5734E-04  0.0363
   7.7625E-01   8.3176E-01   1.0881E-03  0.0156   1.2380E-04  0.0456
   8.3176E-01   8.9125E-01   9.9325E-04  0.0163   1.3497E-04  0.0429
   8.9125E-01   9.5499E-01   8.8737E-04  0.0181   1.3526E-04  0.0472
   9.5499E-01   1.0233E+00   7.2547E-04  0.0175   4.1118E-04  0.0220
   1.0233E+00   1.0965E+00   6.5797E-04  0.0178   8.8590E-05  0.0448
   1.0965E+00   1.1749E+00   6.1870E-04  0.0184   2.0534E-04  0.0283
   1.1749E+00   1.2589E+00   5.4560E-04  0.0169   6.5689E-05  0.0466
   1.2589E+00   1.3490E+00   4.6778E-04  0.0208   1.5320E-04  0.0339
   1.3490E+00   1.4454E+00   4.0968E-04  0.0215   1.0561E-04  0.0377
   1.4454E+00   1.5488E+00   3.4863E-04  0.0199   1.0458E-04  0.0495
   1.5488E+00   1.6596E+00   3.1077E-04  0.0205   4.2213E-05  0.0554
   1.6596E+00   1.7783E+00   2.5786E-04  0.0179   3.7124E-05  0.0627
   1.7783E+00   1.9055E+00   2.2999E-04  0.0213   3.9434E-05  0.0611
   1.9055E+00   2.0417E+00   1.9623E-04  0.0242   3.0020E-05  0.0545
   2.0417E+00   2.1878E+00   1.7176E-04  0.0217   2.8459E-05  0.0588
   2.1878E+00   2.3442E+00   1.4498E-04  0.0209   2.1302E-05  0.0614
   2.3442E+00   2.5119E+00   1.2096E-04  0.0216   1.5733E-05  0.0635
   2.5119E+00   2.6915E+00   1.0151E-04  0.0207   2.3024E-05  0.0544
   2.6915E+00   2.8840E+00   9.1714E-05  0.0251   1.2867E-05  0.0719
   2.8840E+00   3.0903E+00   7.3059E-05  0.0230   1.0925E-05  0.0663
   3.0903E+00   3.3113E+00   6.3197E-05  0.0281   1.0189E-05  0.0914
   3.3113E+00   3.5481E+00   5.0287E-05  0.0303   9.3230E-06  0.0713
   3.5481E+00   3.8019E+00   4.3077E-05  0.0276   7.1824E-06  0.0779
   3.8019E+00   4.0738E+00   3.4893E-05  0.0274   7.0288E-06  0.1071
   4.0738E+00   4.3652E+00   2.6918E-05  0.0279   4.9136E-06  0.0903
   4.3652E+00   4.6774E+00   2.1693E-05  0.0303   3.5877E-06  0.0924
   4.6774E+00   5.0119E+00   1.8229E-05  0.0302   2.7331E-06  0.1071
   5.0119E+00   5.3703E+00   1.4546E-05  0.0311   1.9676E-06  0.1256
   5.3703E+00   5.7544E+00   1.1271E-05  0.0442   1.5667E-06  0.1489
   5.7544E+00   6.1660E+00   9.1217E-06  0.0360   1.2293E-06  0.1487
   6.1660E+00   6.6069E+00   6.9794E-06  0.0434   1.2020E-06  0.1420
   6.6069E+00   7.0795E+00   5.4908E-06  0.0559   7.8713E-07  0.1396
   7.0795E+00   7.5858E+00   4.0756E-06  0.0478   1.5613E-06  0.1018
   7.5858E+00   8.1283E+00   2.9596E-06  0.0595   2.6452E-06  0.0815
   8.1283E+00   8.7096E+00   1.7248E-06  0.0673   8.5838E-07  0.1380
   8.7096E+00   9.3325E+00   1.4548E-06  0.1077   3.1463E-07  0.1989
   9.3325E+00   1.0000E+01   6.6084E-07  0.0980   3.2757E-08  0.5147

#   sum over                 2.0920E-04           4.4543E-05

'no. =  3,  reg  =    103'
msuc: {\huge Track Detection using [T-track] tally}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.17}
wt: s(0.7)
\vspace{-3}
   vol  &=&   1.8225E+01 [cm^3]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  1 # 1:Batch variance, 2:History variance
# resc2  = 1.00208000000000004E+03 # Total source weight or Total source weight / maxcas
# resc3  = 1.00000000000000000E+03 # Total history number or Total batch number
# maxcas =        1000 # History / Batch, only used for istdev=1
# rijklst=  85461988288409.0 # Next initial random number
