[ T - Deposit ]
    title = Energy Deposition in silicon (all)
     mesh =  reg            # mesh type is region-wise
      reg = 103
     unit =    3            # unit is [1/source] : only for output=deposit
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output = deposit         # deposit enerygy distribution
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
   e-type =    2            # e-mesh is linear given by emin, emax and ne
     emin =  1.0000000E-05  # minimum value of e-mesh points
     emax =   1.000000      # maximum value of e-mesh points
#    edel =  4.9999500E-03  # mesh width of e-mesh points
       ne =    200          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           1.00000E-05  5.00995E-03  1.00099E-02  1.50099E-02  2.00098E-02
#           2.50098E-02  3.00097E-02  3.50097E-02  4.00096E-02  4.50096E-02
#           5.00095E-02  5.50095E-02  6.00094E-02  6.50094E-02  7.00093E-02
#           7.50092E-02  8.00092E-02  8.50092E-02  9.00091E-02  9.50090E-02
#           1.00009E-01  1.05009E-01  1.10009E-01  1.15009E-01  1.20009E-01
#           1.25009E-01  1.30009E-01  1.35009E-01  1.40009E-01  1.45009E-01
#           1.50009E-01  1.55008E-01  1.60008E-01  1.65008E-01  1.70008E-01
#           1.75008E-01  1.80008E-01  1.85008E-01  1.90008E-01  1.95008E-01
#           2.00008E-01  2.05008E-01  2.10008E-01  2.15008E-01  2.20008E-01
#           2.25008E-01  2.30008E-01  2.35008E-01  2.40008E-01  2.45008E-01
#           2.50007E-01  2.55007E-01  2.60007E-01  2.65007E-01  2.70007E-01
#           2.75007E-01  2.80007E-01  2.85007E-01  2.90007E-01  2.95007E-01
#           3.00007E-01  3.05007E-01  3.10007E-01  3.15007E-01  3.20007E-01
#           3.25007E-01  3.30007E-01  3.35007E-01  3.40007E-01  3.45007E-01
#           3.50007E-01  3.55006E-01  3.60006E-01  3.65006E-01  3.70006E-01
#           3.75006E-01  3.80006E-01  3.85006E-01  3.90006E-01  3.95006E-01
#           4.00006E-01  4.05006E-01  4.10006E-01  4.15006E-01  4.20006E-01
#           4.25006E-01  4.30006E-01  4.35006E-01  4.40006E-01  4.45006E-01
#           4.50006E-01  4.55005E-01  4.60005E-01  4.65005E-01  4.70005E-01
#           4.75005E-01  4.80005E-01  4.85005E-01  4.90005E-01  4.95005E-01
#           5.00005E-01  5.05005E-01  5.10005E-01  5.15005E-01  5.20005E-01
#           5.25005E-01  5.30005E-01  5.35005E-01  5.40005E-01  5.45005E-01
#           5.50005E-01  5.55004E-01  5.60004E-01  5.65004E-01  5.70004E-01
#           5.75004E-01  5.80004E-01  5.85004E-01  5.90004E-01  5.95004E-01
#           6.00004E-01  6.05004E-01  6.10004E-01  6.15004E-01  6.20004E-01
#           6.25004E-01  6.30004E-01  6.35004E-01  6.40004E-01  6.45004E-01
#           6.50003E-01  6.55003E-01  6.60003E-01  6.65003E-01  6.70003E-01
#           6.75003E-01  6.80003E-01  6.85003E-01  6.90003E-01  6.95003E-01
#           7.00003E-01  7.05003E-01  7.10003E-01  7.15003E-01  7.20003E-01
#           7.25003E-01  7.30003E-01  7.35003E-01  7.40003E-01  7.45003E-01
#           7.50003E-01  7.55002E-01  7.60002E-01  7.65002E-01  7.70002E-01
#           7.75002E-01  7.80002E-01  7.85002E-01  7.90002E-01  7.95002E-01
#           8.00002E-01  8.05002E-01  8.10002E-01  8.15002E-01  8.20002E-01
#           8.25002E-01  8.30002E-01  8.35002E-01  8.40002E-01  8.45002E-01
#           8.50002E-01  8.55001E-01  8.60001E-01  8.65001E-01  8.70001E-01
#           8.75001E-01  8.80001E-01  8.85001E-01  8.90001E-01  8.95001E-01
#           9.00001E-01  9.05001E-01  9.10001E-01  9.15001E-01  9.20001E-01
#           9.25001E-01  9.30001E-01  9.35001E-01  9.40001E-01  9.45001E-01
#           9.50001E-01  9.55000E-01  9.60000E-01  9.65000E-01  9.70000E-01
#           9.75000E-01  9.80000E-01  9.85000E-01  9.90000E-01  9.95000E-01
#           1.00000E+00
     axis =   eng           # axis of output
     file = deposit_Si.out  # file name of output for the above axis
     part =  28Si       25Mg       electron   positron   alpha      all      
# kf/name :  14000028   12000025   11         -11        2000004    0        
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         205 (  0)           0 (  0)         205 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =    103

x: Deposit Energy [MeV]
y: Number [1/source]     
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(28Si    ),hh0l   n y(25Mg    ),hh0dr  n y(electron),hh0ub  n y(positron),hh0mg  n y(alpha   ),hh0qrr n y(all     ),hh0vbb n 
#  e-lower      e-upper      28Si        r.err    25Mg        r.err    electron    r.err    positron    r.err    alpha       r.err    all         r.err 
   4.7501E-01   4.8001E-01   1.8595E-08  0.8988   0.0000E+00  0.0000   5.7691E-06  0.1857   0.0000E+00  0.0000   0.0000E+00  0.0000   5.7877E-06  0.1857
   4.8001E-01   4.8501E-01   7.2011E-07  0.5006   0.0000E+00  0.0000   4.8680E-06  0.2010   0.0000E+00  0.0000   0.0000E+00  0.0000   5.5881E-06  0.1890
   4.8501E-01   4.9001E-01   3.9915E-07  0.7071   0.0000E+00  0.0000   4.5685E-06  0.2086   2.1736E-08  1.0000   0.0000E+00  0.0000   4.9894E-06  0.2000
   4.9001E-01   4.9501E-01   4.4276E-07  0.6406   0.0000E+00  0.0000   5.1454E-06  0.1962   0.0000E+00  0.0000   0.0000E+00  0.0000   5.5881E-06  0.1890
   4.9501E-01   5.0001E-01   4.7608E-07  0.6028   0.0000E+00  0.0000   3.1163E-06  0.2505   1.9958E-07  1.0000   0.0000E+00  0.0000   3.7920E-06  0.2294
   5.0001E-01   5.0500E-01   3.9915E-07  0.7071   0.0000E+00  0.0000   4.5157E-06  0.2091   7.4536E-08  1.0000   0.0000E+00  0.0000   4.9894E-06  0.2000
   5.0500E-01   5.1000E-01   1.9992E-07  0.9983   0.0000E+00  0.0000   3.1929E-06  0.2500   1.9958E-07  1.0000   0.0000E+00  0.0000   3.5924E-06  0.2357
   5.1000E-01   5.1500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   2.5850E-06  0.2725   2.0905E-07  0.7072   0.0000E+00  0.0000   2.7941E-06  0.2673
   5.1500E-01   5.2000E-01   6.3989E-07  0.5425   0.0000E+00  0.0000   2.7529E-06  0.2675   0.0000E+00  0.0000   0.0000E+00  0.0000   3.3928E-06  0.2425
   5.2000E-01   5.2500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   3.8557E-06  0.2262   1.3587E-07  1.0000   0.0000E+00  0.0000   3.9915E-06  0.2236
   5.2500E-01   5.3000E-01   3.9915E-07  0.7071   0.0000E+00  0.0000   3.3928E-06  0.2425   0.0000E+00  0.0000   0.0000E+00  0.0000   3.7920E-06  0.2294
   5.3000E-01   5.3500E-01   8.1753E-08  0.8660   0.0000E+00  0.0000   4.9077E-06  0.2005   0.0000E+00  0.0000   0.0000E+00  0.0000   4.9894E-06  0.2000
   5.3500E-01   5.4000E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   1.9958E-06  0.3162   0.0000E+00  0.0000   0.0000E+00  0.0000   2.1953E-06  0.3015
   5.4000E-01   5.4500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   4.4901E-06  0.2097   2.9976E-07  0.7450   0.0000E+00  0.0000   4.7898E-06  0.2041
   5.4500E-01   5.5000E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   2.5945E-06  0.2773   0.0000E+00  0.0000   0.0000E+00  0.0000   2.7941E-06  0.2673
   5.5000E-01   5.5500E-01   7.7527E-08  1.0000   0.0000E+00  0.0000   3.1157E-06  0.2512   0.0000E+00  0.0000   0.0000E+00  0.0000   3.1932E-06  0.2500
   5.5500E-01   5.6000E-01   6.0138E-07  0.5748   0.0000E+00  0.0000   3.7893E-06  0.2294   0.0000E+00  0.0000   0.0000E+00  0.0000   4.3907E-06  0.2132
   5.6000E-01   5.6500E-01   6.4852E-07  0.5385   0.0000E+00  0.0000   1.9460E-06  0.3172   0.0000E+00  0.0000   0.0000E+00  0.0000   2.5945E-06  0.2774
   5.6500E-01   5.7000E-01   3.9915E-07  0.7071   0.0000E+00  0.0000   3.6453E-06  0.2327   1.4663E-07  1.0000   0.0000E+00  0.0000   4.1911E-06  0.2182
   5.7000E-01   5.7500E-01   5.9873E-07  0.5774   0.0000E+00  0.0000   4.5903E-06  0.2085   0.0000E+00  0.0000   0.0000E+00  0.0000   5.1890E-06  0.1961
   5.7500E-01   5.8000E-01   2.0452E-07  0.9761   0.0000E+00  0.0000   3.3879E-06  0.2425   0.0000E+00  0.0000   0.0000E+00  0.0000   3.5924E-06  0.2357
   5.8000E-01   5.8500E-01   2.2197E-07  0.9047   0.0000E+00  0.0000   3.3704E-06  0.2426   0.0000E+00  0.0000   0.0000E+00  0.0000   3.5924E-06  0.2357
   5.8500E-01   5.9000E-01   2.5469E-08  0.7179   0.0000E+00  0.0000   1.1720E-06  0.4084   0.0000E+00  0.0000   0.0000E+00  0.0000   1.1975E-06  0.4082
   5.9000E-01   5.9500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   2.3949E-06  0.2887   0.0000E+00  0.0000   0.0000E+00  0.0000   2.3949E-06  0.2887
   5.9500E-01   6.0000E-01   1.0539E-07  0.9757   0.0000E+00  0.0000   4.6844E-06  0.2052   0.0000E+00  0.0000   0.0000E+00  0.0000   4.7898E-06  0.2041
   6.0000E-01   6.0500E-01   2.1801E-07  0.9179   0.0000E+00  0.0000   2.9752E-06  0.2582   0.0000E+00  0.0000   0.0000E+00  0.0000   3.1932E-06  0.2500
   6.0500E-01   6.1000E-01   6.1809E-07  0.5601   0.0000E+00  0.0000   2.5751E-06  0.2774   0.0000E+00  0.0000   0.0000E+00  0.0000   3.1932E-06  0.2500
   6.1000E-01   6.1500E-01   2.1519E-07  0.9303   0.0000E+00  0.0000   3.5768E-06  0.2357   0.0000E+00  0.0000   0.0000E+00  0.0000   3.7920E-06  0.2294
   6.1500E-01   6.2000E-01   1.9969E-07  0.9994   0.0000E+00  0.0000   2.1952E-06  0.3015   0.0000E+00  0.0000   0.0000E+00  0.0000   2.3949E-06  0.2887
   6.2000E-01   6.2500E-01   4.6362E-07  0.6245   0.0000E+00  0.0000   2.7775E-06  0.2642   1.5171E-07  1.0000   0.0000E+00  0.0000   3.3928E-06  0.2425
   6.2500E-01   6.3000E-01   2.3094E-07  0.8683   0.0000E+00  0.0000   2.4402E-06  0.2806   3.2250E-07  0.7073   0.0000E+00  0.0000   2.9936E-06  0.2582
   6.3000E-01   6.3500E-01   4.2533E-07  0.6651   0.0000E+00  0.0000   3.3666E-06  0.2426   0.0000E+00  0.0000   0.0000E+00  0.0000   3.7920E-06  0.2294
   6.3500E-01   6.4000E-01   3.9915E-07  0.7071   0.0000E+00  0.0000   1.9958E-06  0.3162   3.9915E-07  0.7071   0.0000E+00  0.0000   2.7941E-06  0.2673
   6.4000E-01   6.4500E-01   5.9873E-07  0.5774   0.0000E+00  0.0000   2.7028E-06  0.2692   9.1270E-08  1.0000   0.0000E+00  0.0000   3.3928E-06  0.2425
   6.4500E-01   6.5000E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   3.1932E-06  0.2500   0.0000E+00  0.0000   0.0000E+00  0.0000   3.3928E-06  0.2425
   6.5000E-01   6.5500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.5973E-06  0.3534   1.9891E-07  1.0000   0.0000E+00  0.0000   1.7962E-06  0.3333
   6.5500E-01   6.6000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   3.3928E-06  0.2425   1.9958E-07  1.0000   0.0000E+00  0.0000   3.5924E-06  0.2357
   6.6000E-01   6.6500E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   2.5945E-06  0.2773   0.0000E+00  0.0000   0.0000E+00  0.0000   2.7941E-06  0.2673
   6.6500E-01   6.7000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9206E-06  0.3184   7.5202E-08  1.0000   0.0000E+00  0.0000   1.9958E-06  0.3162
   6.7000E-01   6.7500E-01   6.1249E-07  0.5648   0.0000E+00  0.0000   2.3812E-06  0.2887   0.0000E+00  0.0000   0.0000E+00  0.0000   2.9936E-06  0.2582
   6.7500E-01   6.8000E-01   4.0567E-07  0.6959   0.0000E+00  0.0000   2.3884E-06  0.2887   0.0000E+00  0.0000   0.0000E+00  0.0000   2.7941E-06  0.2673
   6.8000E-01   6.8500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   2.4535E-06  0.2828   3.4058E-07  0.7175   0.0000E+00  0.0000   2.7941E-06  0.2673
   6.8500E-01   6.9000E-01   2.1151E-07  0.9453   0.0000E+00  0.0000   3.7800E-06  0.2294   0.0000E+00  0.0000   0.0000E+00  0.0000   3.9915E-06  0.2236
   6.9000E-01   6.9500E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   9.9788E-07  0.4472   0.0000E+00  0.0000   0.0000E+00  0.0000   1.1975E-06  0.4082
   6.9500E-01   7.0000E-01   3.7179E-09  1.0000   0.0000E+00  0.0000   2.3912E-06  0.2887   0.0000E+00  0.0000   0.0000E+00  0.0000   2.3949E-06  0.2887
   7.0000E-01   7.0500E-01   2.0406E-07  0.9783   0.0000E+00  0.0000   1.9187E-06  0.3182   7.2609E-08  1.0000   0.0000E+00  0.0000   2.1953E-06  0.3015
   7.0500E-01   7.1000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.3162   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.3162
   7.1000E-01   7.1500E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   1.5980E-06  0.3532   1.9819E-07  1.0000   0.0000E+00  0.0000   1.9958E-06  0.3162
   7.1500E-01   7.2000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.3162   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.3162
   7.2000E-01   7.2500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.5966E-06  0.3536   0.0000E+00  0.0000   0.0000E+00  0.0000   1.5966E-06  0.3536
   7.2500E-01   7.3000E-01   2.3210E-09  1.0000   0.0000E+00  0.0000   2.7917E-06  0.2673   0.0000E+00  0.0000   0.0000E+00  0.0000   2.7941E-06  0.2673
   7.3000E-01   7.3500E-01   1.5697E-08  1.0000   0.0000E+00  0.0000   2.9779E-06  0.2582   0.0000E+00  0.0000   0.0000E+00  0.0000   2.9936E-06  0.2582
   7.3500E-01   7.4000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   2.3401E-06  0.2862   4.5393E-07  0.5921   0.0000E+00  0.0000   2.7941E-06  0.2673
   7.4000E-01   7.4500E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   1.7872E-06  0.3334   2.0860E-07  0.9577   0.0000E+00  0.0000   2.1953E-06  0.3015
   7.4500E-01   7.5000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.3162   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.3162
   7.5000E-01   7.5500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   2.5945E-06  0.2773   0.0000E+00  0.0000   0.0000E+00  0.0000   2.5945E-06  0.2774
   7.5500E-01   7.6000E-01   3.0966E-07  0.6839   0.0000E+00  0.0000   3.0831E-06  0.2509   0.0000E+00  0.0000   0.0000E+00  0.0000   3.3928E-06  0.2425
   7.6000E-01   7.6500E-01   3.8593E-09  1.0000   0.0000E+00  0.0000   1.3932E-06  0.3780   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3970E-06  0.3780
   7.6500E-01   7.7000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.5966E-06  0.3536   0.0000E+00  0.0000   0.0000E+00  0.0000   1.5966E-06  0.3536
   7.7000E-01   7.7500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9831E-07  0.5000   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9831E-07  0.5000
   7.7500E-01   7.8000E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   1.9958E-06  0.3162   3.9915E-07  0.7071   0.0000E+00  0.0000   2.5945E-06  0.2774
   7.8000E-01   7.8500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9788E-07  0.4472   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9788E-07  0.4472
   7.8500E-01   7.9000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3970E-06  0.3780   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3970E-06  0.3780
   7.9000E-01   7.9500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.8569E-06  0.3241   1.3890E-07  1.0000   0.0000E+00  0.0000   1.9958E-06  0.3162
   7.9500E-01   8.0000E-01   1.2962E-08  1.0000   0.0000E+00  0.0000   1.0471E-06  0.4250   1.3736E-07  1.0000   0.0000E+00  0.0000   1.1975E-06  0.4082
   8.0000E-01   8.0500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.4939E-06  0.3567   5.0189E-07  0.5841   0.0000E+00  0.0000   1.9958E-06  0.3162
   8.0500E-01   8.1000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.8215E-06  0.3222   1.7430E-07  0.7197   0.0000E+00  0.0000   1.9958E-06  0.3162
   8.1000E-01   8.1500E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   1.7962E-06  0.3333   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9958E-06  0.3162
   8.1500E-01   8.2000E-01   9.2229E-10  1.0000   0.0000E+00  0.0000   2.1944E-06  0.3015   0.0000E+00  0.0000   0.0000E+00  0.0000   2.1953E-06  0.3015
   8.2000E-01   8.2500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   8.6785E-07  0.4667   3.2961E-07  0.7220   0.0000E+00  0.0000   1.1975E-06  0.4082
   8.2500E-01   8.3000E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   4.5227E-07  0.5586   3.4604E-07  0.5966   0.0000E+00  0.0000   9.9788E-07  0.4472
   8.3000E-01   8.3500E-01   4.6124E-10  1.0000   0.0000E+00  0.0000   1.6284E-06  0.3471   1.6728E-07  1.0000   0.0000E+00  0.0000   1.7962E-06  0.3333
   8.3500E-01   8.4000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9873E-07  0.5774   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9873E-07  0.5774
   8.4000E-01   8.4500E-01   7.5274E-09  1.0000   0.0000E+00  0.0000   6.3808E-07  0.5400   3.5227E-07  0.7133   0.0000E+00  0.0000   9.9788E-07  0.4472
   8.4500E-01   8.5000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.7962E-06  0.3333   0.0000E+00  0.0000   0.0000E+00  0.0000   1.7962E-06  0.3333
   8.5000E-01   8.5500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.4305E-06  0.3552   3.6573E-07  0.5841   0.0000E+00  0.0000   1.7962E-06  0.3333
   8.5500E-01   8.6000E-01   3.9915E-07  0.7071   0.0000E+00  0.0000   9.9788E-07  0.4472   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3970E-06  0.3780
   8.6000E-01   8.6500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9788E-07  0.4472   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9788E-07  0.4472
   8.6500E-01   8.7000E-01   3.3693E-09  1.0000   0.0000E+00  0.0000   5.9536E-07  0.5774   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9873E-07  0.5774
   8.7000E-01   8.7500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   8.0139E-07  0.4981   1.9649E-07  1.0000   0.0000E+00  0.0000   9.9788E-07  0.4472
   8.7500E-01   8.8000E-01   2.3336E-07  0.8616   0.0000E+00  0.0000   1.6802E-06  0.3364   8.2160E-08  1.0000   0.0000E+00  0.0000   1.9958E-06  0.3162
   8.8000E-01   8.8500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3970E-06  0.3780   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3970E-06  0.3780
   8.8500E-01   8.9000E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   7.9831E-07  0.5000   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9788E-07  0.4472
   8.9000E-01   8.9500E-01   9.2033E-10  1.0000   0.0000E+00  0.0000   7.9739E-07  0.5000   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9831E-07  0.5000
   8.9500E-01   9.0000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9873E-07  0.5774   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9873E-07  0.5774
   9.0000E-01   9.0500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9831E-07  0.5000   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9831E-07  0.5000
   9.0500E-01   9.1000E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   1.3970E-06  0.3780   0.0000E+00  0.0000   0.0000E+00  0.0000   1.5966E-06  0.3536
   9.1000E-01   9.1500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.0052E-06  0.4440   1.9222E-07  1.0000   0.0000E+00  0.0000   1.1975E-06  0.4082
   9.1500E-01   9.2000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9831E-07  0.5000   1.9958E-07  1.0000   0.0000E+00  0.0000   9.9788E-07  0.4472
   9.2000E-01   9.2500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9831E-07  0.5000   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9831E-07  0.5000
   9.2500E-01   9.3000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9873E-07  0.5774   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9873E-07  0.5774
   9.3000E-01   9.3500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   7.5065E-07  0.5030   4.7659E-08  1.0000   0.0000E+00  0.0000   7.9831E-07  0.5000
   9.3500E-01   9.4000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.1975E-06  0.4082   0.0000E+00  0.0000   0.0000E+00  0.0000   1.1975E-06  0.4082
   9.4000E-01   9.4500E-01   5.0292E-08  1.0000   0.0000E+00  0.0000   1.1472E-06  0.4102   0.0000E+00  0.0000   0.0000E+00  0.0000   1.1975E-06  0.4082
   9.4500E-01   9.5000E-01   2.1656E-09  1.0000   0.0000E+00  0.0000   7.9614E-07  0.5000   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9831E-07  0.5000
   9.5000E-01   9.5500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   3.9915E-07  0.7071   0.0000E+00  0.0000   0.0000E+00  0.0000   3.9915E-07  0.7071
   9.5500E-01   9.6000E-01   8.3204E-08  1.0000   0.0000E+00  0.0000   5.1552E-07  0.5922   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9873E-07  0.5774
   9.6000E-01   9.6500E-01   1.9958E-07  1.0000   0.0000E+00  0.0000   1.3856E-06  0.3780   1.1402E-08  1.0000   0.0000E+00  0.0000   1.5966E-06  0.3536
   9.6500E-01   9.7000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   3.9915E-07  0.7071   1.9958E-07  1.0000   0.0000E+00  0.0000   5.9873E-07  0.5774
   9.7000E-01   9.7500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.1883E-06  0.4083   9.1395E-09  1.0000   0.0000E+00  0.0000   1.1975E-06  0.4082
   9.7500E-01   9.8000E-01   2.0893E-07  0.9563   0.0000E+00  0.0000   1.5873E-06  0.3536   0.0000E+00  0.0000   0.0000E+00  0.0000   1.7962E-06  0.3333
   9.8000E-01   9.8500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9873E-07  0.5774   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9873E-07  0.5774
   9.8500E-01   9.9000E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   9.2691E-07  0.4524   2.7055E-07  0.7829   0.0000E+00  0.0000   1.1975E-06  0.4082
   9.9000E-01   9.9500E-01   0.0000E+00  0.0000   0.0000E+00  0.0000   1.0506E-06  0.4277   1.4687E-07  1.0000   0.0000E+00  0.0000   1.1975E-06  0.4082
   9.9500E-01   1.0000E+00   0.0000E+00  0.0000   0.0000E+00  0.0000   9.3690E-07  0.4510   2.6056E-07  0.8009   0.0000E+00  0.0000   1.1975E-06  0.4082

#   sum over                 6.5277E-03           0.0000E+00           1.9112E-03           1.9500E-05           0.0000E+00           8.4592E-03

'no. =  1,  reg  =    103'
msuc: {\huge Energy Deposition in silicon (all)}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.17}
wt: s(0.7)
\vspace{-3}
   vol  &=&   1.0000E+00 [cm^3]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  1 # 1:Batch variance, 2:History variance
# resc2  = 1.00212279999999998E+03 # Total source weight or Total source weight / maxcas
# resc3  = 1.00000000000000000E+03 # Total history number or Total batch number
# maxcas =        5000 # History / Batch, only used for istdev=1
# rijklst= 249405043501977.0 # Next initial random number
