[ T - Deposit ]
    title = Energy Deposition
     mesh =  reg            # mesh type is region-wise
      reg = { 101 - 103 }
     unit =    3            # unit is [1/source] : only for output=deposit
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
   dresol =  2.0000000E-01  # (D=0) width = sqrt(dresol**2 + dfano*E)
    dfano =  5.0000000E-02  # (D=0) width = sqrt(dresol**2 + dfano*E)
 material =  all            # (D=all) number of specific material
   output = deposit         # deposit enerygy distribution
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
   e-type =    3            # e-mesh is log given by emin, emax and ne
     emin =  1.0000000E-05  # minimum value of e-mesh points
     emax =   10.00000      # maximum value of e-mesh points
#    edel =  6.9077553E-02  # mesh width of e-mesh points
       ne =    200          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           1.00000E-05  1.07152E-05  1.14815E-05  1.23027E-05  1.31826E-05
#           1.41254E-05  1.51356E-05  1.62181E-05  1.73780E-05  1.86209E-05
#           1.99526E-05  2.13796E-05  2.29087E-05  2.45471E-05  2.63027E-05
#           2.81838E-05  3.01995E-05  3.23594E-05  3.46737E-05  3.71535E-05
#           3.98107E-05  4.26580E-05  4.57088E-05  4.89779E-05  5.24807E-05
#           5.62341E-05  6.02560E-05  6.45654E-05  6.91831E-05  7.41310E-05
#           7.94328E-05  8.51138E-05  9.12011E-05  9.77237E-05  1.04713E-04
#           1.12202E-04  1.20226E-04  1.28825E-04  1.38038E-04  1.47911E-04
#           1.58489E-04  1.69824E-04  1.81970E-04  1.94984E-04  2.08930E-04
#           2.23872E-04  2.39883E-04  2.57040E-04  2.75423E-04  2.95121E-04
#           3.16228E-04  3.38844E-04  3.63078E-04  3.89045E-04  4.16869E-04
#           4.46684E-04  4.78630E-04  5.12861E-04  5.49541E-04  5.88844E-04
#           6.30957E-04  6.76083E-04  7.24436E-04  7.76247E-04  8.31764E-04
#           8.91251E-04  9.54993E-04  1.02329E-03  1.09648E-03  1.17490E-03
#           1.25893E-03  1.34896E-03  1.44544E-03  1.54882E-03  1.65959E-03
#           1.77828E-03  1.90546E-03  2.04174E-03  2.18776E-03  2.34423E-03
#           2.51189E-03  2.69153E-03  2.88403E-03  3.09030E-03  3.31131E-03
#           3.54813E-03  3.80189E-03  4.07380E-03  4.36516E-03  4.67735E-03
#           5.01187E-03  5.37032E-03  5.75440E-03  6.16595E-03  6.60693E-03
#           7.07946E-03  7.58578E-03  8.12831E-03  8.70964E-03  9.33254E-03
#           1.00000E-02  1.07152E-02  1.14815E-02  1.23027E-02  1.31826E-02
#           1.41254E-02  1.51356E-02  1.62181E-02  1.73780E-02  1.86209E-02
#           1.99526E-02  2.13796E-02  2.29087E-02  2.45471E-02  2.63027E-02
#           2.81838E-02  3.01995E-02  3.23594E-02  3.46737E-02  3.71535E-02
#           3.98107E-02  4.26580E-02  4.57088E-02  4.89779E-02  5.24807E-02
#           5.62341E-02  6.02560E-02  6.45654E-02  6.91831E-02  7.41310E-02
#           7.94328E-02  8.51138E-02  9.12011E-02  9.77237E-02  1.04713E-01
#           1.12202E-01  1.20226E-01  1.28825E-01  1.38038E-01  1.47911E-01
#           1.58489E-01  1.69824E-01  1.81970E-01  1.94984E-01  2.08930E-01
#           2.23872E-01  2.39883E-01  2.57040E-01  2.75423E-01  2.95121E-01
#           3.16228E-01  3.38844E-01  3.63078E-01  3.89045E-01  4.16869E-01
#           4.46684E-01  4.78630E-01  5.12861E-01  5.49541E-01  5.88844E-01
#           6.30957E-01  6.76083E-01  7.24436E-01  7.76247E-01  8.31764E-01
#           8.91251E-01  9.54993E-01  1.02329E+00  1.09648E+00  1.17490E+00
#           1.25893E+00  1.34896E+00  1.44544E+00  1.54882E+00  1.65959E+00
#           1.77828E+00  1.90546E+00  2.04174E+00  2.18776E+00  2.34423E+00
#           2.51189E+00  2.69153E+00  2.88403E+00  3.09030E+00  3.31131E+00
#           3.54813E+00  3.80189E+00  4.07380E+00  4.36516E+00  4.67735E+00
#           5.01187E+00  5.37032E+00  5.75440E+00  6.16595E+00  6.60693E+00
#           7.07946E+00  7.58578E+00  8.12831E+00  8.70964E+00  9.33254E+00
#           1.00000E+01
     axis =   eng           # axis of output
     file = deposit.out     # file name of output for the above axis
     part =  204Pb      63Cu       electron   positron   all      
# kf/name :  82000204   29000063   11         -11        0        
    y-txt = Response [cm^2]
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         207 (  0)           0 (  0)         207 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =    101

x: Deposit Energy [MeV]
y: Response [cm^2]
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(204Pb   ),hh0l   n y(63Cu    ),hh0dr  n y(electron),hh0ub  n y(positron),hh0mg  n y(all     ),hh0qrr n 
#  e-lower      e-upper      204Pb       r.err    63Cu        r.err    electron    r.err    positron    r.err    all         r.err 
   2.0893E-04   2.2387E-04   0.0000E+00  0.0000   9.9792E-07  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9875E-06  0.4082
   2.2387E-04   2.3988E-04   0.0000E+00  0.0000   2.5246E-06  0.5970   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9834E-06  0.3536
   2.3988E-04   2.5704E-04   0.0000E+00  0.0000   3.9917E-06  0.5000   9.9792E-07  1.0000   0.0000E+00  0.0000   6.9855E-06  0.3780
   2.5704E-04   2.7542E-04   0.0000E+00  0.0000   1.9958E-06  0.7071   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9834E-06  0.3536
   2.7542E-04   2.9512E-04   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   6.9855E-06  0.3780
   2.9512E-04   3.1623E-04   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   3.9917E-06  0.5000
   3.1623E-04   3.3884E-04   0.0000E+00  0.0000   1.9958E-06  0.7071   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9834E-06  0.3536
   3.3884E-04   3.6308E-04   0.0000E+00  0.0000   2.9938E-06  0.5773   0.0000E+00  0.0000   0.0000E+00  0.0000   1.1975E-05  0.2887
   3.6308E-04   3.8905E-04   0.0000E+00  0.0000   3.9917E-06  0.5000   9.9792E-07  1.0000   0.0000E+00  0.0000   1.7963E-05  0.2357
   3.8905E-04   4.1687E-04   0.0000E+00  0.0000   6.9855E-06  0.3780   0.0000E+00  0.0000   0.0000E+00  0.0000   1.5967E-05  0.2500
   4.1687E-04   4.4668E-04   0.0000E+00  0.0000   9.9792E-06  0.3162   0.0000E+00  0.0000   0.0000E+00  0.0000   1.7963E-05  0.2357
   4.4668E-04   4.7863E-04   0.0000E+00  0.0000   1.1975E-05  0.2887   9.9792E-07  1.0000   0.0000E+00  0.0000   2.4948E-05  0.2000
   4.7863E-04   5.1286E-04   0.0000E+00  0.0000   4.9896E-06  0.4472   9.9792E-07  1.0000   0.0000E+00  0.0000   1.3971E-05  0.2673
   5.1286E-04   5.4954E-04   0.0000E+00  0.0000   4.9896E-06  0.4472   9.9792E-07  1.0000   0.0000E+00  0.0000   1.5967E-05  0.2500
   5.4954E-04   5.8884E-04   0.0000E+00  0.0000   4.9896E-06  0.4472   0.0000E+00  0.0000   0.0000E+00  0.0000   1.5967E-05  0.2500
   5.8884E-04   6.3096E-04   0.0000E+00  0.0000   5.9875E-06  0.4082   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3971E-05  0.2673
   6.3096E-04   6.7608E-04   0.0000E+00  0.0000   5.9875E-06  0.4082   0.0000E+00  0.0000   0.0000E+00  0.0000   1.8961E-05  0.2294
   6.7608E-04   7.2444E-04   0.0000E+00  0.0000   9.9792E-06  0.3162   2.9938E-06  0.5773   0.0000E+00  0.0000   1.9958E-05  0.2236
   7.2444E-04   7.7625E-04   0.0000E+00  0.0000   9.9792E-06  0.3162   0.0000E+00  0.0000   0.0000E+00  0.0000   2.1954E-05  0.2132
   7.7625E-04   8.3176E-04   0.0000E+00  0.0000   6.9855E-06  0.3780   0.0000E+00  0.0000   0.0000E+00  0.0000   2.7942E-05  0.1890
   8.3176E-04   8.9125E-04   0.0000E+00  0.0000   1.0977E-05  0.3015   9.9792E-07  1.0000   0.0000E+00  0.0000   2.9938E-05  0.1826
   8.9125E-04   9.5499E-04   0.0000E+00  0.0000   1.2930E-05  0.2774   0.0000E+00  0.0000   0.0000E+00  0.0000   3.0936E-05  0.1796
   9.5499E-04   1.0233E-03   0.0000E+00  0.0000   9.2030E-06  0.3262   0.0000E+00  0.0000   0.0000E+00  0.0000   3.8919E-05  0.1601
   1.0233E-03   1.0965E-03   0.0000E+00  0.0000   1.1975E-05  0.2887   0.0000E+00  0.0000   0.0000E+00  0.0000   3.1934E-05  0.1768
   1.0965E-03   1.1749E-03   0.0000E+00  0.0000   1.2973E-05  0.2773   0.0000E+00  0.0000   0.0000E+00  0.0000   3.2932E-05  0.1741
   1.1749E-03   1.2589E-03   0.0000E+00  0.0000   1.7963E-05  0.2357   1.9958E-06  0.7071   0.0000E+00  0.0000   4.1913E-05  0.1543
   1.2589E-03   1.3490E-03   0.0000E+00  0.0000   1.5967E-05  0.2500   9.9792E-07  1.0000   0.0000E+00  0.0000   5.0894E-05  0.1400
   1.3490E-03   1.4454E-03   0.0000E+00  0.0000   1.9958E-05  0.2236   2.1917E-06  0.6501   0.0000E+00  0.0000   4.7900E-05  0.1443
   1.4454E-03   1.5488E-03   0.0000E+00  0.0000   1.7963E-05  0.2357   0.0000E+00  0.0000   0.0000E+00  0.0000   5.5884E-05  0.1336
   1.5488E-03   1.6596E-03   0.0000E+00  0.0000   2.2906E-05  0.2085   2.9938E-06  0.5773   0.0000E+00  0.0000   6.0873E-05  0.1280
   1.6596E-03   1.7783E-03   0.0000E+00  0.0000   1.9958E-05  0.2236   0.0000E+00  0.0000   0.0000E+00  0.0000   5.6882E-05  0.1325
   1.7783E-03   1.9055E-03   0.0000E+00  0.0000   2.2874E-05  0.2085   0.0000E+00  0.0000   0.0000E+00  0.0000   6.1871E-05  0.1270
   1.9055E-03   2.0417E-03   0.0000E+00  0.0000   3.0452E-05  0.1803   9.9792E-07  1.0000   0.0000E+00  0.0000   6.9855E-05  0.1195
   2.0417E-03   2.1878E-03   0.0000E+00  0.0000   2.7257E-05  0.1893   0.0000E+00  0.0000   0.0000E+00  0.0000   6.1871E-05  0.1270
   2.1878E-03   2.3442E-03   0.0000E+00  0.0000   1.9915E-05  0.2206   1.9958E-06  0.7071   0.0000E+00  0.0000   6.6861E-05  0.1222
   2.3442E-03   2.5119E-03   0.0000E+00  0.0000   3.3155E-05  0.1730   9.9792E-07  1.0000   0.0000E+00  0.0000   9.4803E-05  0.1026
   2.5119E-03   2.6915E-03   0.0000E+00  0.0000   1.9958E-05  0.2236   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9834E-05  0.1118
   2.6915E-03   2.8840E-03   0.0000E+00  0.0000   3.1637E-05  0.1768   2.9938E-06  0.5773   0.0000E+00  0.0000   9.8795E-05  0.1005
   2.8840E-03   3.0903E-03   0.0000E+00  0.0000   3.1538E-05  0.1764   0.0000E+00  0.0000   0.0000E+00  0.0000   9.9792E-05  0.1000
   3.0903E-03   3.3113E-03   0.0000E+00  0.0000   4.8283E-05  0.1434   1.9958E-06  0.7071   0.0000E+00  0.0000   1.1077E-04  0.0949
   3.3113E-03   3.5481E-03   0.0000E+00  0.0000   4.3798E-05  0.1486   9.9792E-07  1.0000   0.0000E+00  0.0000   1.1077E-04  0.0949
   3.5481E-03   3.8019E-03   0.0000E+00  0.0000   4.6756E-05  0.1438   1.9958E-06  0.7071   0.0000E+00  0.0000   1.2973E-04  0.0877
   3.8019E-03   4.0738E-03   0.0000E+00  0.0000   5.3246E-05  0.1352   9.9792E-07  1.0000   0.0000E+00  0.0000   1.3572E-04  0.0857
   4.0738E-03   4.3652E-03   0.0000E+00  0.0000   5.5544E-05  0.1312   1.7757E-06  0.7125   0.0000E+00  0.0000   1.3871E-04  0.0848
   4.3652E-03   4.6774E-03   0.0000E+00  0.0000   5.5966E-05  0.1307   9.9792E-07  1.0000   0.0000E+00  0.0000   1.5268E-04  0.0808
   4.6774E-03   5.0119E-03   0.0000E+00  0.0000   6.4693E-05  0.1227   5.4358E-06  0.4163   0.0000E+00  0.0000   1.7563E-04  0.0754
   5.0119E-03   5.3703E-03   0.0000E+00  0.0000   6.2101E-05  0.1240   1.3122E-06  0.7973   0.0000E+00  0.0000   1.5368E-04  0.0806
   5.3703E-03   5.7544E-03   0.0000E+00  0.0000   7.1179E-05  0.1169   2.9938E-06  0.5773   0.0000E+00  0.0000   2.0657E-04  0.0695
   5.7544E-03   6.1660E-03   0.0000E+00  0.0000   8.0171E-05  0.1094   6.7664E-06  0.3647   0.0000E+00  0.0000   2.1455E-04  0.0682
   6.1660E-03   6.6069E-03   0.0000E+00  0.0000   8.2313E-05  0.1080   6.6329E-06  0.3812   0.0000E+00  0.0000   2.1056E-04  0.0688
   6.6069E-03   7.0795E-03   0.0000E+00  0.0000   9.7799E-05  0.0987   2.8456E-06  0.5789   0.0000E+00  0.0000   2.3052E-04  0.0658
   7.0795E-03   7.5858E-03   0.0000E+00  0.0000   9.4568E-05  0.1011   4.9896E-06  0.4472   0.0000E+00  0.0000   2.5447E-04  0.0626
   7.5858E-03   8.1283E-03   0.0000E+00  0.0000   1.1612E-04  0.0910   8.9813E-06  0.3333   0.0000E+00  0.0000   2.7742E-04  0.0600
   8.1283E-03   8.7096E-03   0.0000E+00  0.0000   1.1045E-04  0.0932   5.2142E-06  0.4301   0.0000E+00  0.0000   2.9040E-04  0.0586
   8.7096E-03   9.3325E-03   0.0000E+00  0.0000   1.2409E-04  0.0879   7.7819E-06  0.3544   0.0000E+00  0.0000   2.9139E-04  0.0585
   9.3325E-03   1.0000E-02   0.0000E+00  0.0000   1.4242E-04  0.0810   3.9917E-06  0.5000   0.0000E+00  0.0000   3.4528E-04  0.0538
   1.0000E-02   1.0715E-02   0.0000E+00  0.0000   1.5289E-04  0.0788   5.1898E-06  0.4202   0.0000E+00  0.0000   3.5726E-04  0.0529
   1.0715E-02   1.1482E-02   0.0000E+00  0.0000   1.7751E-04  0.0731   1.0032E-05  0.3109   0.0000E+00  0.0000   4.0017E-04  0.0499
   1.1482E-02   1.2303E-02   0.0000E+00  0.0000   1.7534E-04  0.0729   5.1164E-06  0.4368   0.0000E+00  0.0000   4.0017E-04  0.0499
   1.2303E-02   1.3183E-02   0.0000E+00  0.0000   1.8483E-04  0.0714   5.6075E-06  0.4102   0.0000E+00  0.0000   4.2711E-04  0.0483
   1.3183E-02   1.4125E-02   0.0000E+00  0.0000   2.2918E-04  0.0640   9.3753E-06  0.3221   0.0000E+00  0.0000   5.0395E-04  0.0445
   1.4125E-02   1.5136E-02   0.0000E+00  0.0000   2.2727E-04  0.0636   8.0124E-06  0.3523   0.0000E+00  0.0000   4.9697E-04  0.0448
   1.5136E-02   1.6218E-02   0.0000E+00  0.0000   2.7258E-04  0.0582   1.4076E-05  0.2607   0.0000E+00  0.0000   6.0674E-04  0.0406
   1.6218E-02   1.7378E-02   0.0000E+00  0.0000   2.6018E-04  0.0597   1.4847E-05  0.2499   0.0000E+00  0.0000   5.6383E-04  0.0421
   1.7378E-02   1.8621E-02   0.0000E+00  0.0000   3.1130E-04  0.0547   1.2164E-05  0.2749   0.0000E+00  0.0000   6.4865E-04  0.0392
   1.8621E-02   1.9953E-02   0.0000E+00  0.0000   3.1372E-04  0.0545   1.8516E-05  0.2301   0.0000E+00  0.0000   6.6063E-04  0.0389
   1.9953E-02   2.1380E-02   0.0000E+00  0.0000   3.5579E-04  0.0507   1.5752E-05  0.2437   0.0000E+00  0.0000   7.4545E-04  0.0366
   2.1380E-02   2.2909E-02   0.0000E+00  0.0000   3.4558E-04  0.0513   2.0522E-05  0.2141   0.0000E+00  0.0000   8.0133E-04  0.0353
   2.2909E-02   2.4547E-02   0.0000E+00  0.0000   4.1423E-04  0.0470   8.0852E-06  0.3212   0.0000E+00  0.0000   8.8117E-04  0.0337
   2.4547E-02   2.6303E-02   0.0000E+00  0.0000   4.2310E-04  0.0464   1.6872E-05  0.2254   0.0000E+00  0.0000   8.8715E-04  0.0335
   2.6303E-02   2.8184E-02   0.0000E+00  0.0000   4.6613E-04  0.0440   2.2842E-05  0.1975   0.0000E+00  0.0000   9.2907E-04  0.0328
   2.8184E-02   3.0200E-02   0.0000E+00  0.0000   4.9486E-04  0.0426   2.1439E-05  0.2056   0.0000E+00  0.0000   9.7697E-04  0.0320
   3.0200E-02   3.2359E-02   0.0000E+00  0.0000   6.1089E-04  0.0385   3.1217E-05  0.1737   0.0000E+00  0.0000   1.1536E-03  0.0294
   3.2359E-02   3.4674E-02   0.0000E+00  0.0000   6.3089E-04  0.0378   3.0783E-05  0.1727   0.0000E+00  0.0000   1.2105E-03  0.0287
   3.4674E-02   3.7154E-02   0.0000E+00  0.0000   6.7287E-04  0.0364   2.2181E-05  0.2029   0.0000E+00  0.0000   1.2584E-03  0.0282
   3.7154E-02   3.9811E-02   0.0000E+00  0.0000   7.5281E-04  0.0345   3.5615E-05  0.1571   0.0000E+00  0.0000   1.4360E-03  0.0264
   3.9811E-02   4.2658E-02   0.0000E+00  0.0000   8.0342E-04  0.0335   3.8635E-05  0.1530   0.0000E+00  0.0000   1.4789E-03  0.0260
   4.2658E-02   4.5709E-02   0.0000E+00  0.0000   9.0134E-04  0.0315   3.9047E-05  0.1489   0.0000E+00  0.0000   1.6027E-03  0.0250
   4.5709E-02   4.8978E-02   0.0000E+00  0.0000   9.4161E-04  0.0307   4.9424E-05  0.1331   0.0000E+00  0.0000   1.6556E-03  0.0246
   4.8978E-02   5.2481E-02   0.0000E+00  0.0000   1.0557E-03  0.0289   5.8602E-05  0.1258   0.0000E+00  0.0000   1.8721E-03  0.0231
   5.2481E-02   5.6234E-02   0.0000E+00  0.0000   1.1231E-03  0.0281   6.3562E-05  0.1171   0.0000E+00  0.0000   1.9340E-03  0.0227
   5.6234E-02   6.0256E-02   0.0000E+00  0.0000   1.2318E-03  0.0268   6.2681E-05  0.1174   0.0000E+00  0.0000   2.1196E-03  0.0217
   6.0256E-02   6.4565E-02   0.0000E+00  0.0000   1.3889E-03  0.0253   6.0047E-05  0.1175   0.0000E+00  0.0000   2.2813E-03  0.0209
   6.4565E-02   6.9183E-02   0.0000E+00  0.0000   1.4797E-03  0.0244   9.2045E-05  0.0966   0.0000E+00  0.0000   2.4689E-03  0.0201
   6.9183E-02   7.4131E-02   0.0000E+00  0.0000   1.5179E-03  0.0241   8.2878E-05  0.1000   0.0000E+00  0.0000   2.4948E-03  0.0200
   7.4131E-02   7.9433E-02   0.0000E+00  0.0000   1.7503E-03  0.0225   1.0594E-04  0.0909   0.0000E+00  0.0000   2.8461E-03  0.0187
   7.9433E-02   8.5114E-02   0.0000E+00  0.0000   1.8678E-03  0.0217   1.3482E-04  0.0794   0.0000E+00  0.0000   3.0497E-03  0.0181
   8.5114E-02   9.1201E-02   0.0000E+00  0.0000   2.1220E-03  0.0205   1.2566E-04  0.0808   0.0000E+00  0.0000   3.2991E-03  0.0174
   9.1201E-02   9.7724E-02   0.0000E+00  0.0000   2.2234E-03  0.0200   1.4564E-04  0.0754   0.0000E+00  0.0000   3.4708E-03  0.0170
   9.7724E-02   1.0471E-01   0.0000E+00  0.0000   2.4133E-03  0.0192   1.9474E-04  0.0652   0.0000E+00  0.0000   3.7203E-03  0.0164
   1.0471E-01   1.1220E-01   0.0000E+00  0.0000   2.6612E-03  0.0183   1.8910E-04  0.0663   0.0000E+00  0.0000   4.0406E-03  0.0157
   1.1220E-01   1.2023E-01   0.0000E+00  0.0000   2.8430E-03  0.0177   2.0639E-04  0.0628   0.0000E+00  0.0000   4.2991E-03  0.0152
   1.2023E-01   1.2882E-01   0.0000E+00  0.0000   3.0532E-03  0.0171   2.6811E-04  0.0553   0.0000E+00  0.0000   4.5475E-03  0.0148
   1.2882E-01   1.3804E-01   0.0000E+00  0.0000   3.1905E-03  0.0167   2.7805E-04  0.0544   0.0000E+00  0.0000   4.7391E-03  0.0145
   1.3804E-01   1.4791E-01   0.0000E+00  0.0000   3.5042E-03  0.0160   3.2386E-04  0.0498   0.0000E+00  0.0000   5.1533E-03  0.0139
   1.4791E-01   1.5849E-01   0.0000E+00  0.0000   3.6771E-03  0.0156   3.4231E-04  0.0482   5.0959E-07  1.0000   5.3618E-03  0.0136
   1.5849E-01   1.6982E-01   0.0000E+00  0.0000   3.8474E-03  0.0152   4.0989E-04  0.0450   0.0000E+00  0.0000   5.6752E-03  0.0133
   1.6982E-01   1.8197E-01   0.0000E+00  0.0000   4.1187E-03  0.0147   4.3325E-04  0.0436   0.0000E+00  0.0000   5.9307E-03  0.0130
   1.8197E-01   1.9498E-01   0.0000E+00  0.0000   4.2036E-03  0.0146   5.0537E-04  0.0401   0.0000E+00  0.0000   6.1233E-03  0.0128
   1.9498E-01   2.0893E-01   0.0000E+00  0.0000   4.4641E-03  0.0141   5.9577E-04  0.0369   0.0000E+00  0.0000   6.5624E-03  0.0123
   2.0893E-01   2.2387E-01   0.0000E+00  0.0000   4.5519E-03  0.0140   6.8950E-04  0.0348   7.6306E-07  1.0000   6.6751E-03  0.0122
   2.2387E-01   2.3988E-01   0.0000E+00  0.0000   4.7195E-03  0.0138   7.3415E-04  0.0335   0.0000E+00  0.0000   6.8887E-03  0.0120
   2.3988E-01   2.5704E-01   0.0000E+00  0.0000   4.8588E-03  0.0136   8.4292E-04  0.0313   2.0881E-07  1.0000   7.1461E-03  0.0118
   2.5704E-01   2.7542E-01   0.0000E+00  0.0000   4.9880E-03  0.0134   9.7144E-04  0.0293   9.9792E-07  1.0000   7.3856E-03  0.0116
   2.7542E-01   2.9512E-01   0.0000E+00  0.0000   4.9410E-03  0.0134   1.0408E-03  0.0283   3.0755E-09  1.0000   7.3926E-03  0.0116
   2.9512E-01   3.1623E-01   0.0000E+00  0.0000   4.9001E-03  0.0135   1.2246E-03  0.0259   1.2073E-06  0.6812   7.4345E-03  0.0116
   3.1623E-01   3.3884E-01   0.0000E+00  0.0000   4.7625E-03  0.0137   1.3102E-03  0.0252   7.1330E-07  1.0000   7.2898E-03  0.0117
   3.3884E-01   3.6308E-01   0.0000E+00  0.0000   4.4917E-03  0.0141   1.5050E-03  0.0236   3.7255E-07  1.0000   7.1761E-03  0.0118
   3.6308E-01   3.8905E-01   0.0000E+00  0.0000   4.3340E-03  0.0143   1.6553E-03  0.0225   2.2258E-07  1.0000   7.0424E-03  0.0119
   3.8905E-01   4.1687E-01   0.0000E+00  0.0000   3.9822E-03  0.0148   1.9411E-03  0.0208   9.9792E-07  1.0000   6.9016E-03  0.0120
   4.1687E-01   4.4668E-01   0.0000E+00  0.0000   3.6821E-03  0.0153   2.1847E-03  0.0197   7.1634E-07  0.7615   6.7460E-03  0.0122
   4.4668E-01   4.7863E-01   0.0000E+00  0.0000   3.1638E-03  0.0164   2.3833E-03  0.0188   1.8431E-08  1.0000   6.2809E-03  0.0126
   4.7863E-01   5.1286E-01   0.0000E+00  0.0000   2.7208E-03  0.0176   2.5327E-03  0.0184   1.2492E-08  1.0000   5.9167E-03  0.0130
   5.1286E-01   5.4954E-01   0.0000E+00  0.0000   2.2791E-03  0.0189   2.9111E-03  0.0172   4.6141E-07  1.0000   5.7391E-03  0.0132
   5.4954E-01   5.8884E-01   0.0000E+00  0.0000   2.0096E-03  0.0199   3.3377E-03  0.0160   1.2886E-07  1.0000   5.8448E-03  0.0131
   5.8884E-01   6.3096E-01   0.0000E+00  0.0000   1.6572E-03  0.0214   3.6552E-03  0.0154   9.7664E-07  0.5643   5.7111E-03  0.0132
   6.3096E-01   6.7608E-01   0.0000E+00  0.0000   1.4134E-03  0.0225   4.0337E-03  0.0146   8.9791E-07  0.7957   5.7910E-03  0.0131
   6.7608E-01   7.2444E-01   0.0000E+00  0.0000   1.0852E-03  0.0242   4.3891E-03  0.0141   6.0533E-07  0.7045   5.7860E-03  0.0131
   7.2444E-01   7.7625E-01   0.0000E+00  0.0000   1.0182E-03  0.0235   4.7549E-03  0.0135   1.2425E-06  0.5934   6.0245E-03  0.0129
   7.7625E-01   8.3176E-01   0.0000E+00  0.0000   9.7577E-04  0.0225   5.3505E-03  0.0128   6.5026E-07  0.5665   6.5274E-03  0.0124
   8.3176E-01   8.9125E-01   0.0000E+00  0.0000   8.5126E-04  0.0222   5.5963E-03  0.0125   1.9497E-06  0.3948   6.6212E-03  0.0123
   8.9125E-01   9.5499E-01   0.0000E+00  0.0000   8.7364E-04  0.0204   6.0008E-03  0.0121   2.0748E-06  0.4498   6.9974E-03  0.0119
   9.5499E-01   1.0233E+00   0.0000E+00  0.0000   8.9036E-04  0.0187   6.4885E-03  0.0116   4.3216E-06  0.3092   7.4575E-03  0.0116
   1.0233E+00   1.0965E+00   0.0000E+00  0.0000   9.0536E-04  0.0178   6.6333E-03  0.0115   2.8342E-06  0.3011   7.5762E-03  0.0115
   1.0965E+00   1.1749E+00   0.0000E+00  0.0000   9.5512E-04  0.0168   6.9054E-03  0.0113   4.4852E-06  0.2455   7.8547E-03  0.0113
   1.1749E+00   1.2589E+00   0.0000E+00  0.0000   9.8516E-04  0.0164   6.9811E-03  0.0113   6.4831E-06  0.2389   7.8826E-03  0.0113
   1.2589E+00   1.3490E+00   0.0000E+00  0.0000   9.6529E-04  0.0163   7.0149E-03  0.0113   1.3914E-05  0.1802   7.9095E-03  0.0112
   1.3490E+00   1.4454E+00   0.0000E+00  0.0000   9.1550E-04  0.0165   6.8054E-03  0.0114   7.9042E-06  0.2237   7.6521E-03  0.0114
   1.4454E+00   1.5488E+00   0.0000E+00  0.0000   8.6530E-04  0.0167   6.8047E-03  0.0115   1.1634E-05  0.1728   7.6072E-03  0.0115
   1.5488E+00   1.6596E+00   0.0000E+00  0.0000   8.3251E-04  0.0165   6.6356E-03  0.0116   1.6528E-05  0.1429   7.4186E-03  0.0116
   1.6596E+00   1.7783E+00   0.0000E+00  0.0000   7.5366E-04  0.0169   6.3937E-03  0.0119   2.0610E-05  0.1342   7.1092E-03  0.0118
   1.7783E+00   1.9055E+00   0.0000E+00  0.0000   6.7985E-04  0.0174   6.0589E-03  0.0122   2.1210E-05  0.1258   6.7250E-03  0.0122
   1.9055E+00   2.0417E+00   0.0000E+00  0.0000   6.0886E-04  0.0178   5.7690E-03  0.0125   3.4720E-05  0.1028   6.4097E-03  0.0125
   2.0417E+00   2.1878E+00   0.0000E+00  0.0000   5.3615E-04  0.0185   5.6098E-03  0.0127   3.5662E-05  0.0972   6.2221E-03  0.0127
   2.1878E+00   2.3442E+00   0.0000E+00  0.0000   4.8391E-04  0.0191   5.2669E-03  0.0132   5.0865E-05  0.0813   5.8608E-03  0.0130
   2.3442E+00   2.5119E+00   0.0000E+00  0.0000   4.2892E-04  0.0196   5.0850E-03  0.0134   5.8601E-05  0.0772   5.6762E-03  0.0133
   2.5119E+00   2.6915E+00   0.0000E+00  0.0000   3.8659E-04  0.0198   4.8583E-03  0.0137   7.7187E-05  0.0696   5.4467E-03  0.0135
   2.6915E+00   2.8840E+00   0.0000E+00  0.0000   3.4145E-04  0.0203   4.6136E-03  0.0141   8.7353E-05  0.0649   5.2092E-03  0.0138
   2.8840E+00   3.0903E+00   0.0000E+00  0.0000   2.9872E-04  0.0210   4.2588E-03  0.0147   1.0685E-04  0.0603   4.8310E-03  0.0144
